Latitud,Longitud,Título
18.388611,-99.125278,Teocaltzingo
18.596389,-98.843611,Tepalcingo
18.964722,-99.075556,Tepetlapa
18.985278,-99.099722,Tepoztlan
18.611111,-99.259722,Tequesquitengo
18.450833,-99.131111,Asuncion Tetecala
18.729167,-99.398611,San Francisco Tetecala
18.768056,-99.179444,San Mateo Tetecala
18.953333,-99.258333,Tetela
18.611667,-98.77,Tetelilla
18.666389,-99.206944,Tetelpa
18.829167,-99.283333,Tetlama
18.803889,-99.201389,Tezoyuca
18.760833,-99.121111,Ticuman
18.940556,-99.245278,Tlaltenango
18.6825,-99.119444,Tlaltizapan
18.628889,-99.160278,Tlaquiltenango
18.596389,-99.186389,Tlatenchi
18.626667,-99.156944,Tlayahualco
18.754444,-98.880556,Tlayecac
18.718889,-98.901111,Xaloxtoc
18.781667,-99.229722,Xochitepec
18.886944,-98.8125,Xochitlan
18.685,-99.243889,Xoxocotla
18.883611,-99.063056,Yautepec
18.88303027,-98.86544421,Yecapixtla
19.639079,-98.922246,Alolman
19.773611,-98.981667,Acozac
19.7625,-98.963889,Santa Maria Ajoloapan
19.771944,-98.950833,Santo Domingo Ajoloapan
19.680556,-99.009722,Atzompa
19.676944,-98.996944,Aztacalco
19.629722,-98.997222,Santa Maria Chiconautla
19.639444,-99.005,Santo Tomas Chiconautla
19.633333,-99.093056,Coacalco
19.54,-99.067778,Coatitlan
19.683611,-98.988056,Cuautiquistla
19.813056,-99.009444,Cuautlalpan
19.671389,-98.958056,Tecalco
19.713056,-98.968333,Tecamac
19.628889,-99.080556,Tetlixtac
19.561944,-99.048056,Tulpetlac
19.535833,-99.077222,Xalostoc
19.784444,-99.000556,Xolox
19.736944,-98.940556,Xonacahuacan
21.079722,-98.534444,Ixcatlan
21.133333,-98.537778,Jaltocan
21.123056,-98.479722,Macuxtepetla
21.068056,-98.475,Pahuatlan
21.0525,-98.507778,Tehuetlan
21.111944,-98.513611,Tomatlan
19.729386,-99.466318,El Carbon
19.953889,-99.843056,Acambay
20.1475,-99.596667,Acazuchitlan
20.098333,-99.826944,Aculco
20.408056,-99.3475,Alfajayucan
20.2375,-99.548889,Amealco
20.3375,-99.674444,Atlan
19.944167,-99.385,Azcapotzaltongo
20.042778,-99.486667,Buenavista
19.703889,-99.433333,Cachihuapan
20.480556,-99.623333,Caltepantla
20.280556,-99.686944,Cerro Prieto Tenochtitlan
19.815278,-99.526389,Chapa De Mota
20.284444,-99.413333,Chapantongo
19.8525,-99.610556,Coamango
20.146111,-99.924444,Concepcion
20.505556,-99.347222,Danghu
20.253333,-99.970833,Denxhi
20.327778,-99.432222,Donica
20.163611,-100.126389,Itho
19.954167,-99.534444,Jilotepec
20.436389,-99.536111,Jonacapa
19.783333,-99.638889,Macapexco
20.135556,-99.472222,Macua
19.970278,-99.376111,Magdalena
19.649444,-99.611944,Malacota
20.146389,-99.796667,Matlavat
19.818611,-99.765556,Maxda
20.050278,-100.065,Mexquititlan
20.533056,-99.282222,Motho
20.252778,-99.643333,Nopala
20.114444,-99.545833,Oxthoc
20.335278,-99.376667,Oxtotipan
20.223333,-99.4875,Ozocalpan
20.486667,-99.306667,Portezuelo
19.673611,-99.619167,San Lorenzo Pueblo Nuevo
19.933889,-99.915278,Angeles Pueblo Nuevo
20.476111,-99.390833,Sacachichilco
20.536111,-99.719444,San Antonio
20.472222,-99.468333,San Antonio Tezoquipan
19.784444,-99.670833,Morelos
19.764167,-99.528889,San Francisco de las Tablas
19.949444,-99.882222,San Francisco Javier
20.329167,-99.375278,Sabino
20.533333,-99.244444,San Juanico
20.468611,-99.436389,San Lucas
20.163333,-99.897222,San Lucas Totolmaloya
19.839444,-99.398056,San Luis de las Peras
19.727778,-99.602778,San Sebastian
20.368889,-99.388333,Santa Maria La Palma
20.013333,-99.530278,Soyaniquilpan
20.548056,-99.312778,Tasquillo
20.228333,-99.892222,Taxhie
20.345,-99.694722,Tecofani
20.533333,-99.633056,Tecozautla
20.136111,-100.089167,Tenango
19.872778,-99.735833,Timilpan
19.961944,-99.943889,Tixmadeje
20.393889,-99.330556,Tlalixticapa
20.263333,-99.468611,Tlaunilolpan
19.963889,-99.371389,Tlautla
20.383889,-99.810278,Tlaxcalilla
20.112222,-100.124444,Tlaxcaltepec
19.804722,-99.718056,Tlazalpan
20.143611,-99.955278,Tultepec
19.858889,-99.629444,Tuxtepec
20.461111,-99.344444,Xigui
20.543056,-99.295278,Xonta
19.720278,-99.4775,Zacapexco
20.2375,-99.4525,Zimapantongo
20.412778,-99.218056,Alberto
20.6125,-99.116667,Cardonal
20.330278,-99.230278,Chilcuautla
20.819444,-99.13,Itatlaxco
20.767222,-99.032222,Jonacapa
20.661389,-99.135833,Mapethe
20.583333,-99.208889,Orizaba
20.539167,-99.201667,Remedios
20.454722,-99.172222,San Juan Bautista
20.767222,-99.151667,Nicolas Flores
20.71,-99.109444,Tixqui
20.623056,-99.120278,Tlazintla
20.632778,-99.084167,San Miguel Tlazintla
19.782222,-99.764167,Acutzilapan
19.7975,-99.874444,Atlacomulco
19.858333,-100.048333,Canchesda
19.760278,-99.9225,Tenochtitlan
19.769444,-99.969444,Casandeje
19.780833,-99.930556,Citendeje
19.862222,-100.034167,Coachochitlan
19.753056,-99.968611,Coajomulco
19.6825,-99.859444,Concepcion de los Baños
19.726389,-99.811111,Endare
19.740556,-100.075278,Guadalupe
19.536667,-99.763889,Ixtapantongo
19.608333,-99.798611,San Mateo Ixtlahuaca
19.555556,-99.607778,Jiquipilco
19.707222,-99.786667,Jocotitlan
19.9425,-99.994444,Magdalena
19.634444,-99.725,Magdalena del Llano
19.648333,-99.947222,Mextepec
19.581944,-99.608333,Nativitas
19.678333,-99.971944,Ocotepec
19.794167,-100.111667,Oxtempan
19.62,-99.615556,Oxtotitlan
19.854167,-99.969722,Potla
19.823889,-99.843611,San Agustin
19.634167,-99.931389,San Agustin Mextepec
19.581389,-99.87,San Andres del Pedregal
19.754722,-99.816667,Enchisi
19.654167,-100.054444,La Rosa
19.589722,-99.738889,San Bartolome del Llano
19.7125,-99.951111,San Felipe del Progreso
19.6075,-99.649167,San Felipe y Santiago
19.763333,-99.82,San Francisco
19.560556,-99.785278,San Ildefonso
19.793611,-99.8375,San Jose del Tunal
19.5525,-99.838333,San Juan de las Manzanas
19.861944,-99.915278,San Juan de los Jarros
19.429167,-99.574167,San Lorenzo
19.539444,-99.712222,San Miguel
19.573889,-99.8575,Enyege
19.666667,-99.833611,San Pedro de los Baños
19.778056,-99.8125,San Pedro del Rosal
19.611111,-99.906389,San Pedro El Alto_Temascalcingo
19.910278,-99.962778,San Pedro El Alto_Ixtlahuaca
19.584722,-99.8875,Santa Ana
19.568333,-99.702778,Santa Cruz
19.593056,-99.779722,Santo Domingo
19.680556,-99.761111,Santos Reyes
19.791111,-100.040556,Tapaxco
19.914722,-100.003611,Temascalcingo
19.468611,-99.593333,Temoaya
19.8125,-99.912222,Tlacotepec
19.723611,-99.986111,San Pablo Tlalchichilpa
19.726944,-100.010278,San Francisco Tlalchichilpa
19.506389,-99.763889,Toxico
19.813056,-100.079722,Tultenango
19.698056,-99.93,Xalpa
19.703889,-99.705833,Yeche
19.843056,-100.002778,Yenshu
19.305556,-99.458889,Ameyalco
19.327778,-99.46,Atarasquillo
19.010278,-99.383333,Atzingo
18.931944,-99.426389,Chalmita
18.960278,-99.683611,Coapexco
19.136389,-99.429167,Coatepec
19.1,-99.529722,Cuaxuchoc
18.970556,-99.623611,Ixtlahuatzingo
19.048611,-99.531111,Joquicingo
18.948333,-99.494722,Malinalco
18.979444,-99.416389,Ocuilan
18.949444,-99.700833,San Gaspar
18.977222,-99.656389,San Lucas
18.943611,-99.501111,San Martin
18.867778,-99.588889,San Pablo
18.997222,-99.501944,San Simon
18.961111,-99.667778,Santiago
18.978333,-99.528611,Tecomatlan
18.96,-99.64,Villa Guerrero
19.059722,-99.547778,Tepexozuca
19.127778,-99.443611,Texcalyacac
18.776667,-99.548611,Totoltepec
18.836389,-99.578611,Zumpahuacan
19.276667,-99.773611,Acahualco
19.368889,-99.757222,Almoloya
19.355,-99.798333,Almoloyan
19.251944,-100.019722,Amanalco
19.270278,-99.533333,Atenco
19.248333,-99.728889,Santa Cruz Cuauhtenco
19.368056,-99.784722,San Lorenzo Cuauhtenco
19.271389,-99.995,Guadalupe
19.280556,-100.208611,Huitlapaltepec
19.368611,-100.172222,San Pablo Malacatepec
19.308333,-100.142222,Donato Guerra
19.374722,-100.1475,Villa de Allende
19.298056,-99.735278,Mextepec
19.242778,-100.096111,Mihualtepec
19.348333,-99.776389,Nativitas
19.236667,-99.623889,Ocotitlan
19.323056,-100.149167,San Agustin de las Palmas
19.301667,-100.071111,San Antonio
19.2475,-100.055278,San Bartolome
19.388611,-100.106111,San Felipe Santiago
19.348056,-100.1375,San Ildefonso
19.246944,-100.035,San Juan Bautista
19.259167,-99.993056,San Lucas
19.318333,-100.071111,San Martin Obispo
19.279722,-100.015,San Mateo
19.343889,-99.755833,San Mateo Tlalchichilpan
19.263333,-100.031667,San Miguel
19.295556,-100.055,San Sebastian
19.29,-100.078333,San Simon
19.400556,-99.943611,Santiago del Monte
19.481389,-99.8675,Tabernillas
19.2975,-100.166944,Texcaltitlan
19.223889,-99.671111,Tlacotepec
19.241667,-99.546667,Tlahuelilpan
19.336667,-99.7325,Tlalcilalcalli
19.292778,-99.7675,Tlalcilalcalpan
19.236667,-99.641944,Tlalmimilolpan
19.313889,-100.201667,Totoltepec
19.311389,-100.257222,Xoconusco
19.256944,-100.088889,Xoltepec
19.231667,-99.633333,Yancuitlalpan
19.283333,-99.733333,Zinacantepec
20.901111,-98.901389,Acapa
20.908056,-98.715833,Acatepec
21.066667,-98.870833,Acatlajapa
20.964722,-98.780833,Acayuca
21.123611,-98.776389,Acoyotla
21.034722,-98.797778,Acuimantla
20.766667,-98.592222,Aguatipan
20.772222,-98.471944,Aguatlan
21.038889,-98.9075,Ahuehueco
20.718611,-98.949722,Amajaque
20.634167,-98.8075,Amastlan
20.988889,-98.583611,Apantlazol
20.508056,-98.586667,San Nicolas Atecoxco
20.827778,-98.468056,San Agustin Atecoxco
20.805833,-98.750833,Atezcacac
20.598056,-98.813889,Atzolcintla
20.976111,-98.851389,Ayotempa
20.973889,-98.7775,Cascatlan
21.041389,-98.6125,Catzotipan
21.085833,-99.072222,Cerro Prieto
20.806111,-98.545556,Chachatepec
20.874444,-98.6925,Chalma
21.304167,-98.594722,Chancuetlan
20.777222,-98.544167,Chapula
21.155556,-98.903611,Chapulhuacan
20.788056,-99.065278,Chichicaxtla
20.981111,-98.736111,Chiconcoac
20.974444,-98.704167,Chipoco
20.669444,-98.849722,Chocotlan
20.743056,-98.498611,Cholula
21.103333,-98.586111,Coacuilco
20.572222,-98.795833,Coalquizque
20.758611,-98.466111,Coamelco
20.870833,-98.851389,Coatzontla
20.877222,-98.683333,Contepec
20.621389,-98.773056,Corral
20.754444,-98.606111,Cotitlan
21.000278,-98.612778,Cuatatlan
21.118889,-98.826111,Cuatolol
20.620556,-98.611389,San Diego Cuautitlan
20.819167,-98.5075,San Agustin Cuautitlan
20.949722,-98.55,Cuautla
21.013889,-98.885833,Cuazahual
20.973056,-98.634444,Ecahuasco
20.745833,-98.809722,Eloxochitlan
20.747778,-98.9025,Gilo
20.706944,-98.836111,Hualula
20.93,-98.815833,Hucatlan
20.538611,-98.861944,Huisticola
21.051944,-98.723333,Huitepec
21.173333,-98.656111,Huitzitzilingo
20.922222,-98.75,Huitznopala
20.671389,-98.937222,Itztacapa
20.821111,-98.816389,Itztacoyotla
20.583333,-98.841111,Itztazacuala
20.755556,-98.532778,Ixcotitlan
20.96,-98.842222,Ixcuicuila
20.759444,-98.7325,Ixmolintla
20.723333,-98.805556,Ixtapaneca
20.828611,-98.539722,Ixtlacuatla
20.8825,-98.703889,Ixtlahuaco
21.005,-99.19,Jacala
20.671667,-98.516111,Jalapa
21.108333,-98.713056,Jalpa
20.543056,-98.726111,Jihuico
20.548611,-98.745,San Pablo Jilotla
20.7575,-98.559444,San Francisco Jilotla
20.796111,-98.465556,Joquela
20.839444,-98.716667,Lolotla
20.793611,-98.874444,Macozilsochilco
20.734722,-98.714444,Malila
20.636667,-98.548889,Matlatlan
20.902778,-98.681111,Santa Maria Mazahuacan
20.585,-98.753333,San Juan Metztitlan
21.103611,-98.650278,Mextitlan
20.531667,-98.64,Mezquititlan
20.806389,-98.660556,Michumitla
20.625833,-98.501944,Mimiahuaco
20.785556,-98.729167,Molango
20.872222,-98.761389,Naopa
20.889444,-98.837778,Necochitlan
20.716667,-98.7,Nonoalco
20.855556,-98.743056,Ocotlan
20.616389,-98.704722,Santiago Olotla
20.978889,-98.567222,San Nicolas Olotla
20.6825,-98.638889,Oxpantla
20.791389,-98.582778,Papaxtla
20.745833,-98.5675,Pemuxco
21.016944,-98.756944,Quilatla
20.818333,-98.725,San Bernardo
20.461944,-98.715278,Santa Monica Autempa
20.726667,-98.665278,Santa Monica Mastlatlan
20.665,-98.636111,Sietla
20.695833,-98.614722,Soyatla
21.115833,-98.624444,Talol
20.996944,-98.799444,Tamala
20.857222,-98.445,Techimal
20.841111,-98.728889,Telaputan
20.955556,-98.661389,Telutlayuca
21.059444,-98.929167,San Pedro Tenango
20.866667,-98.711667,San Guillermo Tenango
20.866667,-98.490556,Tenexco
20.754722,-98.54,Tepaneca
20.630556,-98.773611,Tepatetipa
21.013056,-98.844167,Tepehuacan
21.201389,-98.562222,Tepetzintla
20.735556,-98.565556,Tequixco
21.009722,-98.580833,Tetitlan
20.654167,-98.521111,Tetzimico
21.091667,-98.851944,Texcapa
21.049444,-98.845,Teyahuala
20.596667,-98.724444,Tezochuca
20.727778,-98.629722,Tianguistengo
20.651111,-98.597778,Tizapan
20.988889,-98.755556,Tlacintla
20.851111,-98.513056,Tlacohechac
20.81,-98.497778,Tlacolula
20.65,-98.574722,Tlahuelompa
20.835556,-98.585833,Santa Maria Tlahuiltepa
20.923333,-98.950278,San Sebastian Tlahuiltepa
20.988889,-98.504167,Tlala
20.934722,-98.730833,Tlaltepingo
20.505,-98.84,Tlamaya
20.9875,-98.660833,Tlanchinol
20.499444,-98.701944,Tlatemalco
20.603611,-98.784167,Tlatepexe
20.904444,-98.805556,Tlatzintla
20.702778,-98.809722,Tlaxco
20.948056,-98.669444,Tochintla
20.611111,-98.768056,Tolapa
20.605278,-98.801389,Tonaticapa
21.156389,-98.594167,Totonicapa
20.876111,-98.541111,Tula
20.626389,-98.558889,Tzincoatlan
21.085,-98.709444,Ulan
20.785833,-98.492778,Xalacahuantla
20.636944,-98.627778,Xeopantla
21.071667,-98.806944,Xilitla
21.222222,-98.992222,Xochicoaco
20.785833,-98.512222,Xochimilco
20.515,-98.624444,Xoxoteco
21.0625,-98.744444,Xuchitlan
20.837222,-98.509722,Zacatipan
20.645833,-98.655833,Zacualtipan
20.644444,-98.607222,Zaguacotla
20.895556,-98.733056,Zascala
20.645278,-98.7175,Zoquizoquipan
19.42020307,-99.17828492,Chapultepec
19.354167,-99.146111,Churubusco
19.337778,-99.106944,Culhuacan
19.388889,-99.120556,Iztacalco
19.358333,-99.093056,Iztapalapa
19.481389,-99.146944,Magdalena de las Salinas
19.408889,-99.113889,Mixhuca
19.379167,-99.138611,Nativitas
19.373611,-99.121389,Nextipac
19.426389,-99.142222,Tenochtitlan
19.450833,-99.136944,Tlatelolco
19.466944,-99.145278,Xocotitla
19.34455713,-98.98269372,Yauticla
19.401667,-99.123333,Zacatlamanco
19.722778,-98.7575,Axapusco
19.781389,-98.768333,Aztacameca
19.693333,-98.783333,Cuautlacingo
19.729722,-98.634722,Jaltepec
19.655278,-98.792778,Oxtotipac
20.213769,-98.732957,Real del Chico
20.141195,-98.67585,Real del Monte
20.029722,-98.841111,Acayuca
20.157778,-98.728333,Cerezo
20.179722,-98.755556,Estanzuela
19.977778,-98.863056,Huaquilpa
20.0725,-98.695833,Pachuquilla
20.097778,-98.693889,Sacamalpa
20.128056,-98.746667,San Bartolome
19.88,-98.820833,Tezontepec
19.841667,-98.979167,Tizayuca
19.956389,-98.921389,Tolcayuca
20.4375,-99.991667,Ahuacatlan
20.185556,-100.143889,Amealco
20.738889,-99.94,Bernal
20.606667,-100.33,Cañada
20.183333,-100.168056,Dehedo
20.213333,-100.115,Deheti
20.536944,-100.4425,Pueblito
20.375,-100.274722,Huimilpan
20.181389,-100.072222,San Bartolome del Pino
20.387778,-99.993889,San Juan del Rio
20.617778,-100.418333,San Pablo
20.268611,-99.933333,San Sebastian
20.599444,-100.395,San Sebastian y Su Auxiliar Santa Rosa
20.790278,-100.051111,Colon
20.520556,-99.895833,Tequisquiapan
20.858056,-99.898611,San Pablo Toliman
20.867778,-99.962222,San Miguel Toliman
20.908611,-99.928889,San Pedro Toliman
20.790556,-100.05,Tolimanejo
19.4925,-99.178333,Acahuacatongo
19.492222,-99.140556,Atepehuacan
19.561111,-99.246944,Atizapan
19.625,-99.314167,Nicolas Romero
19.365833,-99.356944,Ayotuzco
19.495,-99.3625,Ayucan
19.482778,-99.183333,Azcapotzalco
19.6375,-99.413889,Cahuacan
19.520556,-99.222778,Chapultepec
19.613611,-99.174167,Chilpan
19.441944,-99.341944,Chimalpa
19.531389,-99.2475,Coalacoaya
19.399167,-99.314167,San Bartolome Coatepec
19.545278,-99.135833,Santa Maria Coatepec
19.624444,-99.14,San Mateo Cuautepec
19.6275,-99.130278,Santa Maria Cuautepec
19.593056,-99.325,Hila
19.361111,-99.350833,Huixquilucan
19.537778,-99.396389,Jilotzingo
19.683333,-99.345833,Magu
19.515278,-99.386389,Mazatla
19.475278,-99.237778,Naucalpan
19.541667,-99.215278,San Andres
19.668056,-99.101667,San Pablo de las Salinas
19.45508645,-99.21041958,Sanctorum
19.552778,-99.175278,Santa Cecilia
19.514167,-99.246944,Santa Cruz del Monte
19.423889,-99.229722,Tecamachalco
19.579444,-99.226667,Tecoloapan
19.530833,-99.398611,Tecpan
19.624167,-99.200833,Tepalcapa
19.474444,-99.343333,Tepatlaxco
19.518333,-99.206389,Tepetlacalco
19.403889,-99.331944,Texcalucan
19.519167,-99.133056,Ticoman
19.491667,-99.204722,Tilcacan
19.536944,-99.188056,Tlalnepantla
19.536667,-99.194722,Tlalnepantla De Otomies
19.557778,-99.412778,Tlazala
19.574722,-99.413889,Transfiguracion
19.645,-99.169444,Tultitlan
19.507778,-99.216111,Xocoyahualco
19.381944,-99.305556,Yancuitlalpan
18.561667,-99.566111,Acamixtla
18.600833,-99.543056,Acuitlapan
18.512778,-99.660278,Atzala
18.682778,-99.506389,Cacahuamilpa
18.545556,-99.643611,Cacalotenango
18.652778,-99.572222,Chontalcoatlan
18.24,-99.661111,Cocula
18.494167,-99.461111,Coxcatlan
18.305278,-99.334722,Huitzuco
18.462778,-99.659444,Huixtac
18.343611,-99.539167,Iguala
18.6925,-99.751667,Jocotitlan
18.1725,-99.433889,Mayanalan
17.933889,-99.601389,Mezcala
18.661389,-99.694167,Noxtepec
18.746944,-99.675,Pilcaya
18.485,-99.584444,Taxco El Viejo
18.488333,-99.6025,Tecalpulco
18.286389,-99.463333,Tepecoacuilco
18.648611,-99.648333,Tetipac
18.495278,-99.5,Tlamacazapa
18.359722,-99.413333,Tlamaluca
18.348333,-99.478889,Tuxpan
17.8125,-99.638889,Xochipala
18.857699,-99.965688,Sultepec
18.836111,-100.2675,Acamuchitlan
19.009167,-100.288889,San Juan Acatitlan
18.920278,-99.947778,San Mateo Acatitlan
18.878611,-99.914444,Ahuacatitlan
19.185278,-100.1275,Ahuacatlan
18.863889,-99.893611,Almoloya
18.682222,-100.185833,Amatepec
18.743056,-99.85,Aquiapan
18.8425,-100.039722,Arizmendi
19.165556,-100.185,Atezcapan
18.868333,-99.955833,Capula
18.744444,-100.173056,Zozoltepec
18.643056,-100.218611,Coatepec
18.859167,-99.965,Cuausco
18.968056,-100.055833,Cuentla
18.673333,-100.101944,Goleta
18.6325,-100.150278,Guayatenco
18.679722,-99.978611,Hueyahualco
19.263056,-100.271389,Ixtapa
18.807778,-100.147222,San Miguel Ixtapan
19.261389,-100.262778,Santa Cruz Ixtapan (Del Oro)
18.718333,-99.936389,Metlaltepec
18.9075,-100.043889,Ocotepec
19.268889,-100.261111,Ocoxochitepec
19.116944,-100.295,Otzoloapan
18.875,-100.018056,Pantoja
19.239444,-100.096667,Pipioltepec
18.736944,-99.8925,Potzontepec
19.036944,-99.968889,San Andres de los Gama
18.599167,-100.203889,San Antonio
19.1675,-99.901389,San Francisco de los Ranchos
19.1925,-100.130556,Valle de Bravo
18.946667,-100.173611,San Jose de la Laguna
19.215833,-100.012778,San Lucas del Valle
19.145,-99.931111,San Mateo de los Ranchos
19.148056,-99.884722,San Miguel de los Ranchos
19.021111,-100.004167,San Simon de Guerrero
18.8325,-100.021944,Santo Tomas
19.178333,-100.298056,Pueblo Viejo
18.806389,-100.018056,Sultepec
18.905833,-100.152778,San Pedro Tejupilco
18.914722,-100.1475,San Simon Tejupilco
18.962778,-100.184444,San Lucas Tejupilco
18.634167,-100.231667,Tepehuastitlan
18.890278,-99.911111,Tepetitlan
19.056389,-99.944722,Tequesquipan
18.6075,-100.197778,Tetitlan
18.828056,-99.986111,Texcalapa
18.929722,-99.937222,Texcaltitlan
18.616944,-100.207222,Tlatlaya
18.637222,-99.977222,Totolmaloya
19.072778,-100.255,Zacazonapan
18.57,-100.218889,Zicatecoyan
18.7125,-100.241944,Zinacausto
19.265,-99.415833,Acazulco
19.209444,-99.4425,Almaya
19.158611,-99.488611,Almoloya del Rio
19.175556,-99.488611,Atizapan
19.241944,-99.393889,Atlapulco
19.068611,-99.611111,Atlatlahuca
19.160833,-99.617222,San Pedro y San Pablo Calimaya
19.146389,-99.579722,Raon
19.191667,-99.464722,San Bartolome Capulhuac
19.470278,-99.525556,San Mateo Capulhuac
19.200833,-99.561111,Chapultepec
18.910833,-99.834167,Chiltepec
19.263889,-99.486111,Cholula
19.268333,-99.46,Coapanoya
18.994167,-99.57,Coapaxtongo
19.180556,-99.566667,Coatipac
19.194722,-99.630833,Cuauhtenco
19.191667,-99.458889,Cuaxusco
19.396944,-99.468056,Huitzizilapan
19.111667,-99.535833,Jajalpa
19.453889,-99.486111,Jilotzingo
19.209167,-99.585833,Mexicaltzingo
19.440278,-99.4725,Mimiapan
19.428611,-99.554167,Mozoquilpan
19.191944,-99.585278,Ocotlan
19.272222,-99.461944,Ocoyoacac
19.431944,-99.557778,Villa Cuahtemoc
19.127778,-99.633333,Putla
19.163056,-99.567222,San Antonio Isla
19.160556,-99.569167,San Lucas
19.125,-99.583333,Santiaguito
19.211389,-99.629444,Tarimoro
19.111667,-99.523333,Techuchulco
19.160556,-99.616111,Tepemajalco
19.266667,-99.456111,Tepexoyuca
19.424722,-99.554722,Tetitlan
19.131111,-99.501389,Texcalyacac
19.180556,-99.468333,Tianguistenco
19.185556,-99.419722,Tilapa
19.391667,-99.470556,Tlalmimilolpan
19.196667,-99.499722,Tlaltizapan
19.063056,-99.651944,Tlanisco
19.266667,-99.508056,Tultepec
19.181111,-99.416389,Xalatlaco
19.010278,-99.541111,Xochiaca
19.369167,-99.447222,Xochicuautla
19.403333,-99.529722,Xonacatlan
19.181944,-99.459444,Yancuitlalpan
19.011944,-99.5525,Zepayautla
19.4175,-99.493889,Zolotepec
19.556389,-98.942222,Aticpac
19.747778,-98.933333,Atlamajac
19.702778,-98.833889,San Martin Obispo
19.803889,-98.853056,Teacalco
19.766667,-98.883333,Tecuahutitlan
19.826944,-98.901111,Temascalapa
19.613611,-98.914444,Tepexpan
19.591667,-98.939722,Tequisistlan
19.727778,-98.788611,Tolman
19.619167,-98.961944,Totolcingo
19.699722,-98.928889,Zacualuca
17.87760248,-100.2629825,Tetela
18.464722,-100.578333,Cutzamala
17.8525,-100.101944,Huautla
18.068611,-100.149167,Pezuapan
18.269722,-100.393333,Poliutla
18.165556,-100.490278,San Cristobal
18.316944,-100.398889,Tecomatlan
17.825556,-100.403611,Tehuehuetla
17.790278,-99.978333,Tlacotepec
18.408889,-100.477778,Tlalchapa
18.159444,-100.391111,Totolapan
18.668056,-100.605556,Zacapuato
20.088611,-99.116111,Ajacuba
19.976944,-99.044722,Ajoloapan
19.973333,-99.17,Apaxco
20.1775,-99.312778,Atengo
20.059167,-99.219722,Atitalaquia
20.007778,-99.22,Atotonilco
20.196389,-98.953889,Chicavasco
19.906389,-99.076667,Hueypoxtla
20.231111,-99.213056,Mixquiahuala
20.163611,-99.322222,San Gabriel
20.198056,-99.396667,Sayula
20.166667,-98.945278,Tecajique
20.180278,-99.036389,Tecomatlan
20.244444,-99.087778,Tepatepec
20.276944,-99.252222,Texcatepec
20.193056,-99.273333,Tezontepec
20.157778,-98.801111,Tilcuautla
20.376111,-99.219444,Tlacotlapilco
20.131667,-99.231944,Tlahuelilpan
20.034444,-99.229167,Tlamaco
19.934722,-99.097222,Tlapanaloya
20.095278,-99.22,Tlaxcoapan
20.152222,-98.870278,Tornacuxtla
19.928333,-98.980833,Zacacalco
20.005,-99.255556,Zacamulpa
19.638333,-98.909722,Acolman
19.5175,-98.761667,Amanalco
19.541389,-98.747222,Apipilhuasco
19.558333,-98.9125,Atenco
19.609167,-98.5975,San Mateo Aticpac
19.638056,-98.906389,San Agustin Aticpac
19.665833,-98.903056,Atlatongo
19.587778,-98.569167,Calpulalpan
19.568611,-98.785278,Capiscapa
19.548056,-98.881944,Chiautla
19.558333,-98.8925,Chiconcuac
19.613056,-98.890278,Chipiltepec
19.611944,-98.895833,Coanalan
19.448889,-98.872222,Coatlinchan
19.600833,-98.649722,Cuaula
19.431389,-98.901389,Cuautlalpan
19.548889,-98.862778,Pentecostes
19.478889,-98.871667,Huejotla
19.881389,-98.860278,Ixtlahuaca
19.500556,-98.820556,Nativitas
19.580556,-98.927778,Nexquipayac
19.589722,-98.896944,Ocopulco
19.563333,-98.857222,Papalotla
19.525556,-98.8175,Purificacion
19.58,-98.805556,San Vicente
19.490833,-98.471944,Sanctorum
19.485,-98.772222,Santa Catalina Martir
19.545833,-98.817222,Santa Ines
19.590278,-98.615,Sultepec
19.505556,-98.763889,Tecuanulco
19.571944,-98.869722,Tepetitlan
19.573056,-98.820278,Tepetlaoxtoc
19.476944,-98.822778,Tequexquinahuac
19.862222,-98.879167,Tesquiac
19.549722,-98.816111,Tezontla
19.591389,-98.9125,Tezoyuca
19.509444,-98.871944,Tlailotlacan
19.578611,-98.880556,Tlalteca
19.518056,-98.913889,Tocuila
19.641667,-98.881944,Xometla
19.841944,-98.783611,Zacatepec
18.024167,-99.475278,Ahuelican
17.966389,-99.508056,Ameyaltepec
17.741111,-99.329167,Apango
17.650556,-99.375,Atliaca
17.551389,-99.500833,Chilpancingo
17.218889,-99.526944,Julian Blanco
17.755556,-99.479444,Huitziltepec
17.471389,-99.369167,Mochitlan
17.933889,-99.480556,Oacatzingo
17.952222,-99.437222,Oapan
17.919167,-99.347778,Ostotipan
17.925,-99.339444,Ozomatlan
17.485556,-99.455556,Petaquillas
17.960833,-99.411389,Tecuiciapan
17.921667,-99.517778,Tetelcingo
17.908056,-99.327778,Totolcintla
17.651944,-99.526389,Zumpango del Rio
19.3575,-99.662222,Autopan
19.315,-99.658056,Aztcapotzaltongo
19.260556,-99.710556,Buenavista
19.2525,-99.705833,Cacalomacan
19.333889,-99.686944,Calixtlahuaca
19.248333,-99.663611,San Salvador Capultitlan
19.2675,-99.735556,Transfiguracion Capultitlan
19.289722,-99.583056,Chicahualco
19.354444,-99.625556,Cuexcontitlan
19.324444,-99.644722,Huichochitlan
19.295278,-99.6425,Huitzila
19.301111,-99.658056,Miltepec
19.326389,-99.603333,Otzacatipan
19.291944,-99.685278,Oxtotitlan
